ID,优先级,综合分,主分类,子分类,名称,作者/机构,类型,语言,引用角色,访问,更新频率,主页URL,Feed/API URL,Feed状态,适合X帖型,为什么值得,核验/版权提醒,Karpathy共享,来源集合,来源/溯源URL,核验日期,HTTP,最终URL,主题标签
SRC-357,B,86,科学与数学,数学、科学与认知,dynomight.net,Anonymous,独立博客 / 长文,en,解释源,Open,不定期,https://dynomight.net,https://dynomight.net/feed.xml,有效,概念解释、反直觉事实、研究脉络,2025 年 Hacker News 高热个人博客。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://dynomight.net/feed.xml,"science, existential angst"
SRC-358,B,86,科学与数学,论文与专利图谱,Lens,,学术与专利平台,en,解释源,Freemium,持续更新,https://www.lens.org/,,无RSS/API入口,论文—专利关联、技术演化,把论文、专利和机构连接起来，适合技术转化和产业脉络。,使用前核对数据口径、更新时间、许可与引用格式。,false,扩展调研：数据库、资料库与平台,https://www.lens.org/,2026-08-17,,,
SRC-359,B,86,科学与数学,数学、科学与认知,minimaxir.com,Max Woolf,独立博客 / 长文,en,解释源,Open,不定期,https://minimaxir.com,https://minimaxir.com/index.xml,有效,概念解释、反直觉事实、研究脉络,2025 年 Hacker News 高热个人博客。作者背景：Data scientist and software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://minimaxir.com/index.xml,"data science, machine learning, software development"
SRC-360,B,86,科学与数学,科学、哲学与文化,Nautilus,,叙事科学、人物与观念文章,en,解释源,Freemium,近每日,https://nautil.us/,https://nautil.us/feed,重定向后有效,科学发现背后的大问题和人物故事。,擅长把科学发现放入人物、历史和哲学问题中，适合寻找兼具知识与故事性的角度。,2026-08-17：Feed 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://nautil.us/,2026-08-17,200,https://nautil.us/feed,
SRC-361,B,86,科学与数学,数学、科学与认知,susam.net,Susam Pal,独立博客 / 长文,en,解释源,Open,不定期,https://susam.net,https://susam.net/feed.xml,有效,概念解释、反直觉事实、研究脉络,2025 年 Hacker News 高热个人博客。作者背景：Software engineer and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://susam.net/feed.xml,"software development, mathematics, puzzles"
SRC-362,B,86,艺术、设计与建筑,设计、HCI 与创意技术,aresluna.org,Marcin Wichary,独立博客 / 长文,en,解释源,Open,不定期,https://aresluna.org,https://aresluna.org/main.rss,有效,界面/设计原则、作品拆解、创意技术,"2025 年 Hacker News 高热个人博客。作者背景：Designer, writer, & typographer。",独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://aresluna.org/main.rss,typography
SRC-363,B,86,艺术、设计与建筑,设计、HCI 与创意技术,blog.jim-nielsen.com,Jim Nielsen,独立博客 / 长文,en,解释源,Open,不定期,https://blog.jim-nielsen.com,https://blog.jim-nielsen.com/feed.xml,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Web developer and designer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://blog.jim-nielsen.com/feed.xml,"web development, design, technology"
SRC-364,B,86,艺术、设计与建筑,设计、HCI 与创意技术,danielwirtz.com,Daniel Wirtz,独立博客 / 长文,en,解释源,Open,不定期,https://danielwirtz.com,https://danielwirtz.com/rss.xml,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Product designer and developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://danielwirtz.com/rss.xml,"design, no-code tools, productivity"
SRC-365,B,86,艺术、设计与建筑,设计、HCI 与创意技术,daringfireball.net,John Gruber,独立博客 / 长文,en,解释源,Open,不定期,https://daringfireball.net,https://daringfireball.net/feeds/main,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Technology blogger。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://daringfireball.net/feeds/main,"Apple, technology, design"
SRC-366,B,86,艺术、设计与建筑,设计、HCI 与创意技术,ericmigi.com,Eric Migicovsky,独立博客 / 长文,en,解释源,Open,不定期,https://ericmigi.com,https://ericmigi.com/rss.xml,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Inventor and founder of Pebble and Beeper。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://ericmigi.com/rss.xml,"pebble, hardware, smartwatches"
SRC-367,B,80,艺术、设计与建筑,当代艺术、博物馆与文化政治,Hyperallergic,,艺术新闻、展评、文化评论与调查,en,观点源,Freemium,每日高频,https://hyperallergic.com/,https://hyperallergic.com/rss/,重定向后有效,展览评论、文化争议和艺术制度观察。,关注主流艺术媒体容易忽视的群体、机构与文化政治问题，观点鲜明。,2026-08-17：Feed 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://hyperallergic.com/,2026-08-17,200,https://hyperallergic.com/rss/,
SRC-368,C,77,人文与跨学科,技术、文明与治理,Noema,,长篇评论、全球议题、思想访谈,en,观点源,Open,每周约2至4篇,https://www.noemamag.com/,https://www.noemamag.com/?feed=noemarss,重定向后有效,表面是技术问题、深层是制度问题的结构化线程。,以文明尺度分析技术、治理、生态和地缘问题，系统视角和长期视角突出。,2026-08-17：Feed 被外部阅读器目录持续收录；网页核验器因安全策略未直接打开，导入时复验。,false,扩展调研：人文、历史、哲学与设计,https://www.noemamag.com/,2026-08-17,200,https://www.noemamag.com/?feed=noemarss,
SRC-369,C,77,人文与跨学科,文学、哲学与艺术,The Marginalian,,长篇随笔、书信与书籍解读,en,观点源,Open,约每周1篇,https://www.themarginalian.org/,https://www.themarginalian.org/feed/,有效,原信或书摘加概念谱系加个人启发。,擅长跨时代连接文学、艺术、科学与人生主题，原书和书信线索丰富。,2026-08-17：标准 WordPress Feed 路径存在，但网页核验器遇到 403；导入阅读器时复验。,false,扩展调研：人文、历史、哲学与设计,https://www.themarginalian.org/,2026-08-17,200,https://www.themarginalian.org/feed/,
SRC-370,C,77,哲学与思想,哲学/宇宙学,Closer To Truth,,视频 / 频道,en,观点源,Open,以频道更新为准,https://www.youtube.com/channel/UCl9StMQ79LtEvlrskzjoYbQ,https://www.youtube.com/feeds/videos.xml?channel_id=UCl9StMQ79LtEvlrskzjoYbQ,有效,视频观点拆解、概念科普、选题与案例线索,高质量哲学/宇宙学视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,观点/解释内容需明确归因；哲学命题应回查原典或学术资料。,false,YouTube 高质量创作者,https://www.youtube.com/@CloserToTruthTV,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UCl9StMQ79LtEvlrskzjoYbQ,
SRC-371,C,77,哲学与思想,政治哲学、社会科学与文学,Crooked Timber,,学者群体博客、书评与公共讨论,en,观点源,Open,每周数篇,https://crookedtimber.org/,https://crookedtimber.org/feed/,有效,多立场讨论、反方观点和概念争议。,多位学者共同写作，常能看到同一议题的不同立场和评论区补充。,2026-08-17：Feed 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://crookedtimber.org/,2026-08-17,200,https://crookedtimber.org/feed/,
SRC-372,C,77,哲学与思想,理性、决策与 AI,LessWrong Curated,,社区精选长文、模型与思想实验,en,观点源,Open,每周约1至3篇,https://www.lesswrong.com/curated,https://www.lesswrong.com/feed.xml?view=curated-rss,有效,思想实验、决策框架和模型争论；结论需外部证据校验。,精选流比全站流噪音低，适合发现决策框架、AI 风险和认识论讨论。,2026-08-17：curated-rss 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://www.lesswrong.com/curated,2026-08-17,200,https://www.lesswrong.com/feed.xml?view=curated-rss,
SRC-373,C,77,哲学与思想,哲学/文化,Philosophy Tube,,视频 / 频道,en,观点源,Open,以频道更新为准,https://www.youtube.com/channel/UC2PA-AKmVpU6NKCGtZq_rKQ,https://www.youtube.com/feeds/videos.xml?channel_id=UC2PA-AKmVpU6NKCGtZq_rKQ,有效,视频观点拆解、概念科普、选题与案例线索,高质量哲学/文化视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,观点/解释内容需明确归因；哲学命题应回查原典或学术资料。,false,YouTube 高质量创作者,https://www.youtube.com/@PhilosophyTube,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UC2PA-AKmVpU6NKCGtZq_rKQ,
SRC-374,C,77,哲学与思想,哲学/思想史,Then & Now,,视频 / 频道,en,观点源,Open,以频道更新为准,https://www.youtube.com/channel/UCkS_HP3m9NXOgswVAKbMeJQ,https://www.youtube.com/feeds/videos.xml?channel_id=UCkS_HP3m9NXOgswVAKbMeJQ,有效,视频观点拆解、概念科普、选题与案例线索,高质量哲学/思想史视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,观点/解释内容需明确归因；哲学命题应回查原典或学术资料。,false,YouTube 高质量创作者,https://www.youtube.com/@ThenNow,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UCkS_HP3m9NXOgswVAKbMeJQ,
SRC-375,C,77,哲学与思想,科学/哲思,Vsauce,,视频 / 频道,en,观点源,Open,以频道更新为准,https://www.youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA,https://www.youtube.com/feeds/videos.xml?channel_id=UC6nSFpj9HTCZ5t-N3Rm3-HA,有效,视频观点拆解、概念科普、选题与案例线索,高质量科学/哲思视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,观点/解释内容需明确归因；哲学命题应回查原典或学术资料。,false,YouTube 高质量创作者,https://www.youtube.com/@Vsauce,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UC6nSFpj9HTCZ5t-N3Rm3-HA,
SRC-376,C,77,商业、管理与创新,公司史与战略案例,Acquired,,长篇公司历史、战略、并购、创始人访谈与商业模型,en,观点源,Open,每月约1集,https://www.acquired.fm/,https://feeds.transistor.fm/acquired,有效,把一家公司的关键转折点做成时间线，并区分当时信息与事后解释。,单集常做数十小时研究，用公司发展全过程解释战略选择和产业结构。,2026-08-17：官方Transistor RSS返回200和有效XML；属于二手综合叙事，关键事实需核对财报、档案或当事人材料。,false,扩展调研：成长、学习、商业与管理,https://www.acquired.fm/,2026-08-17,200,https://feeds.transistor.fm/acquired,
SRC-377,C,77,商业、管理与创新,创业与公司建设,First Round Review,,创始人和高管深访、产品市场契合、招聘、管理与增长手册,en,观点源,Open,每周约1至3篇,https://review.firstround.com/,,无RSS/API入口,将一个公司实践拆成背景、关键决策、指标和可迁移做法。,强调由一线建设者讲清具体做法，案例细节和可复用模板密度很高。,2026-08-17：官网返回200；未发现文章统一RSS，按平台收录。来源由风投机构运营，需注意成功案例选择偏差。,false,扩展调研：成长、学习、商业与管理,https://review.firstround.com/,2026-08-17,,,
SRC-378,C,77,商业、管理与创新,创始人访谈与创业故事,How I Built This,,创始人长访谈、品牌起源、失败、转折与公司建设,en,观点源,Open,每周约1集,https://www.npr.org/series/490248027/how-i-built-this,https://rss.art19.com/how-i-built-this,重定向后有效,从创始人口述提炼一次失败、一次转折和一条反成功学教训。,高质量口述商业史，能提供细节、情绪和关键决策，适合人本化的商业内容。,2026-08-17：NPR官方Feed返回200并重定向至有效Art19 RSS；创始人回忆存在叙事和幸存者偏差。,false,扩展调研：成长、学习、商业与管理,https://www.npr.org/series/490248027/how-i-built-this,2026-08-17,200,https://rss.art19.com/how-i-built-this,
SRC-379,C,77,商业、管理与创新,创业、组织与科技趋势,Sequoia Capital Stories,,投资人观点、创始人故事、公司建设、市场与技术趋势,en,观点源,Open,每月约2至8篇,https://sequoiacap.com/stories/?_story-category=perspective,,无RSS/API入口,引用具体公司历程或投资判断，并加入反方数据。,提供长期创业观察、标志性公司案例和投资人的明确判断，适合形成可争辩观点。,2026-08-17：Stories页面返回200；未发现稳定官方RSS。属于投资机构自有叙事，应标注利益关系和幸存者偏差。,false,扩展调研：成长、学习、商业与管理,https://sequoiacap.com/stories/?_story-category=perspective,2026-08-17,,,
SRC-380,C,77,商业、管理与创新,创业教育与案例,Stanford eCorner,,创业者演讲、课堂内容、视频、播客和主题合集,en,观点源,Open,每月约1至3项,https://stvp.stanford.edu/ecorner,,无RSS/API入口,从一段创业者原话延伸出案例时间线和可迁移经验。,斯坦福技术创业项目的长期公开档案，可用来对比不同时代的创业方法和失败经验。,2026-08-17：旧ecorner域名重定向到STVP官网并返回200；旧RSS路径已404，按平台收录。,false,扩展调研：成长、学习、商业与管理,https://stvp.stanford.edu/ecorner,2026-08-17,,,
SRC-381,C,77,成长与学习,职场沟通与管理,Ask a Manager,,职场问答、管理建议、沟通脚本、招聘与劳动关系,en,观点源,Open,工作日每日多篇,https://www.askamanager.org/,https://www.askamanager.org/feed,有效,用匿名案例写情境判断、可复用话术和边界提醒。,长期积累大量真实职场情境，回答具体且重视权力关系与边界。,2026-08-17：主页自动化访问受403限制，但官方RSS返回200和有效XML；建议内容属于经验判断而非研究证据。,false,扩展调研：成长、学习、商业与管理,https://www.askamanager.org/feed,2026-08-17,200,https://www.askamanager.org/feed,
SRC-382,C,77,成长与学习,专注、职业与数字生活,Cal Newport,,深度工作、注意力、职业资本、数字工具与知识工作,en,观点源,Open,每周约1至3篇,https://calnewport.com/blog/,https://calnewport.com/feed/,有效,用一个注意力成本反驳默认的效率叙事，并给出工作设计建议。,围绕专注和工作设计形成了长期一致的论证体系，常提供可讨论的反主流观点。,2026-08-17：官方RSS返回200和有效XML；观点性强，引用研究时核对原始文献。,false,扩展调研：成长、学习、商业与管理,https://calnewport.com/feed/,2026-08-17,200,https://calnewport.com/feed/,
SRC-383,C,77,成长与学习,自我教育与技能习得,Scott H Young,,学习策略、技能习得、职业思考、读书与个人实验,en,观点源,Open,每周约1篇,https://www.scotthyoung.com/blog/,https://www.scotthyoung.com/blog/feed/,有效,把一个技能拆成练习回路、反馈机制与常见失败点。,长期记录学习项目与方法论，能提供完整过程、失败经验和可测试建议。,2026-08-17：官方RSS返回200和有效XML；个人实验不能直接视为普遍因果证据。,false,扩展调研：成长、学习、商业与管理,https://www.scotthyoung.com/blog/feed/,2026-08-17,200,https://www.scotthyoung.com/blog/feed/,
SRC-384,C,77,社群与发现,战略、组织与复杂系统,Ribbonfarm,,原创概念、长篇随笔、组织与互联网文化,en,观点源,Open,不定期，档案型,https://www.ribbonfarm.com/,,无RSS/API入口,原创概念、框架图和跨学科长线程。,原创框架与概念密度高，档案适合跨学科思考和建立非共识叙事。,2026-08-17：标准 WordPress Feed 可解析；更新低频，保留作档案源。,false,扩展调研：人文、历史、哲学与设计,https://www.ribbonfarm.com/,2026-08-17,,,
SRC-385,C,77,艺术、设计与建筑,设计批评与视觉文化,Design Observer,,设计评论、历史、城市与媒介文章,en,观点源,Open,每周约1至3篇,https://designobserver.com/,https://designobserver.com/feed/,有效,为什么这个设计重要的论证型帖子。,比单纯作品展示更重历史、社会语境和批评，是解释设计为何重要的优质来源。,2026-08-17：Feed 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://designobserver.com/,2026-08-17,200,https://designobserver.com/feed/,
SRC-386,C,75,人文与跨学科,社会、文化与人文写作,anildash.com,Anil Dash,独立博客 / 长文,en,观点源,Open,不定期,https://anildash.com,https://www.anildash.com/feed.xml,重定向后有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Technologist and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.anildash.com/feed.xml,"culture, technology, policy"
SRC-387,C,75,人文与跨学科,社会、文化与人文写作,chadnauseam.com,Chad Nauseam,独立博客 / 长文,en,观点源,Open,不定期,https://chadnauseam.com,https://chadnauseam.com/rss.xml,有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Writer and tech enthusiast。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://chadnauseam.com/rss.xml,"technology, culture, personal essays"
SRC-388,C,75,人文与跨学科,社会、文化与人文写作,derekthompson.org,Derek Thompson,独立博客 / 长文,en,观点源,Open,不定期,https://derekthompson.org,https://www.theatlantic.com/feed/author/derek-thompson/,有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Journalist and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.theatlantic.com/feed/author/derek-thompson/,"culture, technology, economics"
SRC-389,C,75,人文与跨学科,设计、HCI 与创意技术,joanwestenberg.com,JA Westenberg,独立博客 / 长文,en,观点源,Open,不定期,https://joanwestenberg.com,https://www.joanwestenberg.com/feed,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Writer and technologist。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.joanwestenberg.com/feed,"startups, culture, philosophy"
SRC-390,C,75,人文与跨学科,社会、文化与人文写作,matduggan.com,Mat Duggan,独立博客 / 长文,en,观点源,Open,不定期,https://matduggan.com,https://matduggan.com/rss/,有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Writer and blogger。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://matduggan.com/rss/,"writing, technology, culture"
SRC-391,C,75,人文与跨学科,社会、文化与人文写作,refactoringenglish.com,Michael Lynch,独立博客 / 长文,en,观点源,Open,不定期,https://refactoringenglish.com,https://refactoringenglish.com/index.xml,有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Software developer and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://refactoringenglish.com/index.xml,"blogging, writing, english"
SRC-392,C,75,人文与跨学科,社会、文化与人文写作,seangoedecke.com,Sean Goedecke,独立博客 / 长文,en,观点源,Open,不定期,https://seangoedecke.com,https://www.seangoedecke.com/rss.xml,有效,观点摘引、文化观察、跨学科连接,2025 年 Hacker News 高热个人博客。作者背景：Writer and software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.seangoedecke.com/rss.xml,"writing, programming, personal projects"
SRC-393,C,75,历史与考古,历史、技术史与文化记忆,tedium.co,Ernie Smith,独立博客 / 长文,en,观点源,Open,不定期,https://tedium.co,https://feed.tedium.co/,有效,技术史、历史类比、档案式线程,2025 年 Hacker News 高热个人博客。作者背景：Writer and editor。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://feed.tedium.co/,"obscure history, technology, culture"
SRC-394,C,75,哲学与思想,心理、医学、哲学与预测,Astral Codex Ten,,长篇分析、书评、社区讨论,en,观点源,Freemium,每周约1至3篇,https://www.astralcodexten.com/,https://www.astralcodexten.com/feed,有效,多假设比较、证据分级和读者投票；医学结论回到原研究。,擅长比较多种假设和证据，评论生态也能暴露反方观点与遗漏。,2026-08-17：Substack Feed 端点返回 application/xml。,false,扩展调研：人文、历史、哲学与设计,https://www.astralcodexten.com/,2026-08-17,200,https://www.astralcodexten.com/feed,
SRC-395,C,75,商业、管理与创新,创业、产品与组织,gilesthomas.com,Giles Thomas,独立博客 / 长文,en,观点源,Open,不定期,https://gilesthomas.com,https://www.gilesthomas.com/feed/rss.xml,重定向后有效,创业经验、产品判断、工程管理,2025 年 Hacker News 高热个人博客。作者背景：Developer and entrepreneur。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.gilesthomas.com/feed/rss.xml,"programming, technology, business"
SRC-396,C,75,商业、管理与创新,创业、产品与组织,keygen.sh,Zeke Gabrielse,独立博客 / 长文,en,观点源,Open,不定期,https://keygen.sh,https://keygen.sh/blog/feed.xml,有效,创业经验、产品判断、工程管理,2025 年 Hacker News 高热个人博客。作者背景：Founder of Keygen。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://keygen.sh/blog/feed.xml,"indie business, software development"
SRC-397,C,75,商业、管理与创新,设计、HCI 与创意技术,paulgraham.com,Paul Graham,独立博客 / 长文,en,观点源,Open,不定期,https://paulgraham.com,http://www.aaronsw.com/2002/feeds/pgessays.rss,有效,界面/设计原则、作品拆解、创意技术,"2025 年 Hacker News 高热个人博客。作者背景：Co-founder of Y Combinator, entrepreneur, and essayist。",独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,http://www.aaronsw.com/2002/feeds/pgessays.rss,"startups, technology, entrepreneurship"
SRC-398,C,75,商业、管理与创新,设计、HCI 与创意技术,steveblank.com,Steve Blank,独立博客 / 长文,en,观点源,Open,不定期,https://steveblank.com,https://steveblank.com/feed/,有效,界面/设计原则、作品拆解、创意技术,2025 年 Hacker News 高热个人博客。作者背景：Entrepreneur and educator。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://steveblank.com/feed/,"startups, entrepreneurship, lean startup methodology"
SRC-399,C,75,成长与学习,产品、增长与职业,Lenny's Newsletter,,产品管理、增长、公司建设、职业问答与从业者访谈,en,观点源,Freemium,每周约2至4篇或播客,https://www.lennysnewsletter.com/,https://www.lennysnewsletter.com/feed,有效,围绕一个产品问题总结多位一线操盘者的共识与分歧。,以大型从业者网络和案例访谈见长，适合提炼产品团队的可执行方法。,2026-08-17：官方Substack RSS返回200和有效XML；案例成功经验需警惕选择偏差。,false,扩展调研：成长、学习、商业与管理,https://www.lennysnewsletter.com/feed,2026-08-17,200,https://www.lennysnewsletter.com/feed,
SRC-400,C,71,人文与跨学科,生态、土地与文化,Emergence Magazine,,散文、摄影、音频与访谈,en,灵感源,Open,周更至双周更,https://emergencemagazine.org/,https://emergencemagazine.org/feed/,有效,自然观察、土地故事和摄影驱动的叙事帖。,将生态、原住民知识、艺术与哲学并置，适合构建慢知识和人与环境关系的叙事。,2026-08-17：Feed 端点返回 application/rss+xml。,false,扩展调研：人文、历史、哲学与设计,https://emergencemagazine.org/,2026-08-17,200,https://emergencemagazine.org/feed/,
SRC-401,C,71,历史与考古,公共领域、艺术与思想史,The Public Domain Review,,历史随笔、图像馆藏、原始文献策展,en,灵感源,Open,每周约1至4篇,https://publicdomainreview.org/,https://publicdomainreview.org/rss.xml,有效,古图轮播、历史冷知识和旧观念如何影响今天。,从公共领域档案中策展高质量图像与文本，常能直接追到博物馆或图书馆原始记录。,2026-08-17：RSS 端点返回 application/xml。使用图像前仍需核对单件权利声明。,false,扩展调研：人文、历史、哲学与设计,https://publicdomainreview.org/,2026-08-17,200,https://publicdomainreview.org/rss.xml,
SRC-402,C,71,地球、地理与城市,建筑/城市,DamiLee,,视频 / 频道,en,灵感源,Open,以频道更新为准,https://www.youtube.com/channel/UCJ_2hNMxOzNjviJBiLWHMqg,https://www.youtube.com/feeds/videos.xml?channel_id=UCJ_2hNMxOzNjviJBiLWHMqg,有效,视觉拆解、作品/方法介绍、叙事结构复盘,高质量建筑/城市视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,可借鉴表达与案例；图片、片段和作品版权需单独核验。,false,YouTube 高质量创作者,https://www.youtube.com/@DamiLeeArch,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UCJ_2hNMxOzNjviJBiLWHMqg,
SRC-403,C,71,天文与太空,天文图像与科普,Astronomy Picture of the Day,,每日天文图和简短科学说明,en,灵感源,Open,每日,https://apod.nasa.gov/apod/astropix.html,https://apod.nasa.gov/apod.rss,有效,每日宇宙图、天文冷知识、视觉钩子,天然适合视觉传播，科学解释短而准确。,RSS端点已核验；每张图片版权可能不同，必须查看当日署名。,false,扩展调研：科技、科学与数据,https://apod.nasa.gov/apod.rss,2026-08-17,200,https://apod.nasa.gov/apod.rss,
SRC-404,C,71,数据与可视化,工程可视化,Branch Education,,视频 / 频道,en,灵感源,Open,以频道更新为准,https://www.youtube.com/channel/UCdp4_l1vPmpN-gDbUwhaRUQ,https://www.youtube.com/feeds/videos.xml?channel_id=UCdp4_l1vPmpN-gDbUwhaRUQ,有效,视觉拆解、作品/方法介绍、叙事结构复盘,高质量工程可视化视频创作者，适合快速建立背景、观察叙事结构并发现可传播选题。,可借鉴表达与案例；图片、片段和作品版权需单独核验。,false,YouTube 高质量创作者,https://www.youtube.com/@BranchEducation,2026-08-17,200,https://www.youtube.com/feeds/videos.xml?channel_id=UCdp4_l1vPmpN-gDbUwhaRUQ,
SRC-405,C,71,数据与可视化,视觉新闻与图表规范,Datawrapper Blog,,Weekly Chart、地图、色彩、图表规范与周报,en,灵感源,Open,每周2至5篇,https://www.datawrapper.de/blog,https://www.datawrapper.de/blog/feed.xml,有效,图表改造、每周佳作、配色与地图,实操性强，Data Vis Dispatch也是优质二级发现层。,旧blog.datawrapper.de Feed已核验重定向到此新地址。,false,扩展调研：科技、科学与数据,https://www.datawrapper.de/blog/feed.xml,2026-08-17,200,https://www.datawrapper.de/blog/feed.xml,
